dataset,n,p,model,nu,kernel,gamma,AUC,Accuracy,Precision,Recall,BalAcc,failure,contamination,n_estimators,n_neighbors,eps,min_samples,M
ring_outliers,1030,2,DBSCAN,,,,0.8333333333333333,0.9902912621359224,1.0,0.6666666666666666,0.8333333333333333,False,,,,1.2,20.0,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,0.6666666666666666,0.9805825242718448,1.0,0.3333333333333333,0.6666666666666666,False,,,,1.3,15.0,
ring_outliers,1030,2,DBSCAN,,,,0.6666666666666666,0.9805825242718448,1.0,0.3333333333333333,0.6666666666666666,False,,,,1.3,20.0,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,0.55,0.9737864077669904,1.0,0.1,0.55,False,,,,1.4,15.0,
